PMID	Node1	Node2	pmid	link	QuerySet
29466734	1-methyl-4-phenyl-1236-tetrahydropyridine	parkinson disease/pathology	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
29466734	1-methyl-4-phenyl-1236-tetrahydropyridine	small molecule libraries/pharmacology	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
30859901	OPA1	ANXA5	30859901	https://pubmed.ncbi.nlm.nih.gov/30859901	"('BCL2', 'CASP8', 'CASP9', 'PTEN')"
30859901	OPA1	ATG7	30859901	https://pubmed.ncbi.nlm.nih.gov/30859901	"('BCL2', 'CASP8', 'CASP9', 'PTEN')"
30859901	OPA1	BECN1	30859901	https://pubmed.ncbi.nlm.nih.gov/30859901	"('BCL2', 'CASP8', 'CASP9', 'PTEN')"
30859901	OPA1	BNIP3	30859901	https://pubmed.ncbi.nlm.nih.gov/30859901	"('BCL2', 'CASP8', 'CASP9', 'PTEN')"
30859901	OPA1	CRTAP	30859901	https://pubmed.ncbi.nlm.nih.gov/30859901	"('BCL2', 'CASP8', 'CASP9', 'PTEN')"
30859901	OPA1	CUX1	30859901	https://pubmed.ncbi.nlm.nih.gov/30859901	"('BCL2', 'CASP8', 'CASP9', 'PTEN')"
30859901	OPA1	CYCS	30859901	https://pubmed.ncbi.nlm.nih.gov/30859901	"('BCL2', 'CASP8', 'CASP9', 'PTEN')"
30859901	OPA1	CYTIP	30859901	https://pubmed.ncbi.nlm.nih.gov/30859901	"('BCL2', 'CASP8', 'CASP9', 'PTEN')"
30859901	OPA1	DENR	30859901	https://pubmed.ncbi.nlm.nih.gov/30859901	"('BCL2', 'CASP8', 'CASP9', 'PTEN')"
30859901	OPA1	DNM1L	30859901	https://pubmed.ncbi.nlm.nih.gov/30859901	"('BCL2', 'CASP8', 'CASP9', 'PTEN')"
30859901	OPA1	GAPDH	30859901	https://pubmed.ncbi.nlm.nih.gov/30859901	"('BCL2', 'CASP8', 'CASP9', 'PTEN')"
30859901	OPA1	H2BW2	30859901	https://pubmed.ncbi.nlm.nih.gov/30859901	"('BCL2', 'CASP8', 'CASP9', 'PTEN')"
30859901	OPA1	MAP1LC3B	30859901	https://pubmed.ncbi.nlm.nih.gov/30859901	"('BCL2', 'CASP8', 'CASP9', 'PTEN')"
30859901	OPA1	MUTYH	30859901	https://pubmed.ncbi.nlm.nih.gov/30859901	"('BCL2', 'CASP8', 'CASP9', 'PTEN')"
30859901	OPA1	MYOG	30859901	https://pubmed.ncbi.nlm.nih.gov/30859901	"('BCL2', 'CASP8', 'CASP9', 'PTEN')"
29466734	OPA1	PTPN2	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
30859901	OPA1	RACGAP1	30859901	https://pubmed.ncbi.nlm.nih.gov/30859901	"('BCL2', 'CASP8', 'CASP9', 'PTEN')"
30859901	OPA1	SLC25A4	30859901	https://pubmed.ncbi.nlm.nih.gov/30859901	"('BCL2', 'CASP8', 'CASP9', 'PTEN')"
30859901	OPA1	SOD1	30859901	https://pubmed.ncbi.nlm.nih.gov/30859901	"('BCL2', 'CASP8', 'CASP9', 'PTEN')"
30859901	OPA1	SQSTM1	30859901	https://pubmed.ncbi.nlm.nih.gov/30859901	"('BCL2', 'CASP8', 'CASP9', 'PTEN')"
30859901	OPA1	UTRN	30859901	https://pubmed.ncbi.nlm.nih.gov/30859901	"('BCL2', 'CASP8', 'CASP9', 'PTEN')"
30859901	OPA1	VDAC1	30859901	https://pubmed.ncbi.nlm.nih.gov/30859901	"('BCL2', 'CASP8', 'CASP9', 'PTEN')"
29466734	OPA1	cell differentiation/drug effects	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
29466734	OPA1	dopaminergic neurons/drug effects	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
29466734	OPA1	gtp phosphohydrolases/genetics	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
31875567	OPA1	gtp phosphohydrolases/genetics	31875567	https://pubmed.ncbi.nlm.nih.gov/31875567	pmid-parkinsond_stem_mitoch-set.txt
29466734	OPA1	lysosomes/drug effects	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
29466734	OPA1	mutation/genetics	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
31875567	OPA1	mutation/genetics	31875567	https://pubmed.ncbi.nlm.nih.gov/31875567	pmid-parkinsond_stem_mitoch-set.txt
29466734	OPA1	necrosis	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
31875567	OPA1	neostriatum/metabolism	31875567	https://pubmed.ncbi.nlm.nih.gov/31875567	pmid-parkinsond_stem_mitoch-set.txt
31875567	OPA1	nerve net/metabolism	31875567	https://pubmed.ncbi.nlm.nih.gov/31875567	pmid-parkinsond_stem_mitoch-set.txt
31875567	OPA1	neurites/metabolism	31875567	https://pubmed.ncbi.nlm.nih.gov/31875567	pmid-parkinsond_stem_mitoch-set.txt
30859901	OPA1	neuromuscular junction/genetics	30859901	https://pubmed.ncbi.nlm.nih.gov/30859901	"('BCL2', 'CASP8', 'CASP9', 'PTEN')"
29466734	OPA1	small molecule libraries/pharmacology	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
31875567	OPA1	synapses/metabolism	31875567	https://pubmed.ncbi.nlm.nih.gov/31875567	pmid-parkinsond_stem_mitoch-set.txt
29466734	OPA1	neural stem cells/drug effects	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
29466734	OPA1	induced pluripotent stem cells/drug effects	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
30859901	OPA1	SOD2	30859901	https://pubmed.ncbi.nlm.nih.gov/30859901	"('BCL2', 'CASP8', 'CASP9', 'PTEN')"
27191603	PTPN2	GBA	27191603	https://pubmed.ncbi.nlm.nih.gov/27191603	pmid-parkinsond_stem_mitoch-set.txt
27191603	PTPN2	LRRK2	27191603	https://pubmed.ncbi.nlm.nih.gov/27191603	pmid-parkinsond_stem_mitoch-set.txt
29466734	PTPN2	cell differentiation/drug effects	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
27191603	PTPN2	dopaminergic neurons/cytology	27191603	https://pubmed.ncbi.nlm.nih.gov/27191603	pmid-parkinsond_stem_mitoch-set.txt
29466734	PTPN2	dopaminergic neurons/drug effects	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
27191603	PTPN2	genome human	27191603	https://pubmed.ncbi.nlm.nih.gov/27191603	pmid-parkinsond_stem_mitoch-set.txt
27191603	PTPN2	glucosylceramidase/genetics	27191603	https://pubmed.ncbi.nlm.nih.gov/27191603	pmid-parkinsond_stem_mitoch-set.txt
29466734	PTPN2	gtp phosphohydrolases/genetics	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
29466734	PTPN2	induced pluripotent stem cells/drug effects	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
27191603	PTPN2	leucine-rich repeat serine-threonine protein kinase-2/genetics	27191603	https://pubmed.ncbi.nlm.nih.gov/27191603	pmid-parkinsond_stem_mitoch-set.txt
29466734	PTPN2	lysosomes/drug effects	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
27191603	PTPN2	mitophagy	27191603	https://pubmed.ncbi.nlm.nih.gov/27191603	pmid-parkinsond_stem_mitoch-set.txt
29466734	PTPN2	necrosis	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
27191603	PTPN2	neural stem cells/cytology	27191603	https://pubmed.ncbi.nlm.nih.gov/27191603	pmid-parkinsond_stem_mitoch-set.txt
29466734	PTPN2	neural stem cells/drug effects	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
27191603	PTPN2	neurogenesis	27191603	https://pubmed.ncbi.nlm.nih.gov/27191603	pmid-parkinsond_stem_mitoch-set.txt
29466734	PTPN2	neuroprotective agents/pharmacology	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
29466734	PTPN2	small molecule libraries/pharmacology	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
29466734	PTPN2	parkinson disease/pathology	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
27191603	PTPN2	ubiquitin-protein ligases/genetics	27191603	https://pubmed.ncbi.nlm.nih.gov/27191603	pmid-parkinsond_stem_mitoch-set.txt
29295857	cell differentiation/drug effects	TARDBP	29295857	https://pubmed.ncbi.nlm.nih.gov/29295857	"('TARDBP', 'amyotrophic lateral sclerosis/genetics', 'mutation missense', 'neuromuscular junction/metabolism')"
29295857	cell differentiation/drug effects	atp binding cassette transporter subfamily b/genetics	29295857	https://pubmed.ncbi.nlm.nih.gov/29295857	"('TARDBP', 'amyotrophic lateral sclerosis/genetics', 'mutation missense', 'neuromuscular junction/metabolism')"
29295857	cell differentiation/drug effects	cell proliferation/drug effects	29295857	https://pubmed.ncbi.nlm.nih.gov/29295857	"('TARDBP', 'amyotrophic lateral sclerosis/genetics', 'mutation missense', 'neuromuscular junction/metabolism')"
29466734	cell differentiation/drug effects	dopaminergic neurons/drug effects	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
29295857	cell differentiation/drug effects	gene expression regulation neoplastic/drug effects	29295857	https://pubmed.ncbi.nlm.nih.gov/29295857	"('TARDBP', 'amyotrophic lateral sclerosis/genetics', 'mutation missense', 'neuromuscular junction/metabolism')"
29295857	cell differentiation/drug effects	genes mdr/drug effects	29295857	https://pubmed.ncbi.nlm.nih.gov/29295857	"('TARDBP', 'amyotrophic lateral sclerosis/genetics', 'mutation missense', 'neuromuscular junction/metabolism')"
29466734	cell differentiation/drug effects	gtp phosphohydrolases/genetics	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
29295857	cell differentiation/drug effects	hl-60 cells	29295857	https://pubmed.ncbi.nlm.nih.gov/29295857	"('TARDBP', 'amyotrophic lateral sclerosis/genetics', 'mutation missense', 'neuromuscular junction/metabolism')"
29466734	cell differentiation/drug effects	induced pluripotent stem cells/drug effects	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
29295857	cell differentiation/drug effects	kaempferols/pharmacology	29295857	https://pubmed.ncbi.nlm.nih.gov/29295857	"('TARDBP', 'amyotrophic lateral sclerosis/genetics', 'mutation missense', 'neuromuscular junction/metabolism')"
29295857	cell differentiation/drug effects	leukemia promyelocytic acute/drug therapy	29295857	https://pubmed.ncbi.nlm.nih.gov/29295857	"('TARDBP', 'amyotrophic lateral sclerosis/genetics', 'mutation missense', 'neuromuscular junction/metabolism')"
29466734	cell differentiation/drug effects	lysosomes/drug effects	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
29466734	cell differentiation/drug effects	membrane potential mitochondrial/drug effects	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
29295857	cell differentiation/drug effects	multidrug resistance-associated proteins/genetics	29295857	https://pubmed.ncbi.nlm.nih.gov/29295857	"('TARDBP', 'amyotrophic lateral sclerosis/genetics', 'mutation missense', 'neuromuscular junction/metabolism')"
29466734	cell differentiation/drug effects	necrosis	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
29466734	cell differentiation/drug effects	neural stem cells/drug effects	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
29466734	cell differentiation/drug effects	neuroprotective agents/pharmacology	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
29466734	cell differentiation/drug effects	oxidative stress/drug effects	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
29466734	cell differentiation/drug effects	parkinson disease/pathology	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
29466734	cell differentiation/drug effects	small molecule libraries/pharmacology	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
11123286	cell differentiation/drug effects	mitochondria/enzymology	11123286	https://pubmed.ncbi.nlm.nih.gov/11123286	"('adenosine triphosphate/metabolism', 'apoptosis/drug effects', 'caspase inhibitors', 'caspases/metabolism')"
11123286	cell differentiation/drug effects	WDTC1	11123286	https://pubmed.ncbi.nlm.nih.gov/11123286	"('adenosine triphosphate/metabolism', 'apoptosis/drug effects', 'caspase inhibitors', 'caspases/metabolism')"
11123286	cell differentiation/drug effects	jurkat cells	11123286	https://pubmed.ncbi.nlm.nih.gov/11123286	"('adenosine triphosphate/metabolism', 'apoptosis/drug effects', 'caspase inhibitors', 'caspases/metabolism')"
11123286	cell differentiation/drug effects	adenosine triphosphate/antagonists & inhibitors	11123286	https://pubmed.ncbi.nlm.nih.gov/11123286	"('adenosine triphosphate/metabolism', 'apoptosis/drug effects', 'caspase inhibitors', 'caspases/metabolism')"
29466734	dopaminergic neurons/drug effects	gtp phosphohydrolases/genetics	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
29466734	dopaminergic neurons/drug effects	induced pluripotent stem cells/drug effects	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
29466734	dopaminergic neurons/drug effects	lysosomes/drug effects	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
29466734	dopaminergic neurons/drug effects	membrane potential mitochondrial/drug effects	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
29466734	dopaminergic neurons/drug effects	mutation/genetics	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
29466734	dopaminergic neurons/drug effects	necrosis	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
29466734	dopaminergic neurons/drug effects	neural stem cells/drug effects	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
29466734	dopaminergic neurons/drug effects	neuroprotective agents/pharmacology	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
22206971	dopaminergic neurons/drug effects	oxidative stress/drug effects	22206971	https://pubmed.ncbi.nlm.nih.gov/22206971	"('adenosine triphosphate/metabolism', 'apoptosis/drug effects', 'caspase inhibitors', 'caspases/metabolism')"
29466734	dopaminergic neurons/drug effects	oxidative stress/drug effects	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
29466734	dopaminergic neurons/drug effects	parkinson disease/pathology	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
29466734	dopaminergic neurons/drug effects	small molecule libraries/pharmacology	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
22206971	dopaminergic neurons/drug effects	mitochondria/drug effects	22206971	https://pubmed.ncbi.nlm.nih.gov/22206971	"('adenosine triphosphate/metabolism', 'apoptosis/drug effects', 'caspase inhibitors', 'caspases/metabolism')"
29466734	dopaminergic neurons/drug effects	mitochondria/drug effects	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
22206971	dopaminergic neurons/drug effects	caspase inhibitors/pharmacology	22206971	https://pubmed.ncbi.nlm.nih.gov/22206971	"('adenosine triphosphate/metabolism', 'apoptosis/drug effects', 'caspase inhibitors', 'caspases/metabolism')"
22206971	dopaminergic neurons/drug effects	genes reporter	22206971	https://pubmed.ncbi.nlm.nih.gov/22206971	"('adenosine triphosphate/metabolism', 'apoptosis/drug effects', 'caspase inhibitors', 'caspases/metabolism')"
22206971	dopaminergic neurons/drug effects	antioxidants/pharmacology	22206971	https://pubmed.ncbi.nlm.nih.gov/22206971	"('adenosine triphosphate/metabolism', 'apoptosis/drug effects', 'caspase inhibitors', 'caspases/metabolism')"
22206971	dopaminergic neurons/drug effects	energy metabolism/drug effects	22206971	https://pubmed.ncbi.nlm.nih.gov/22206971	"('adenosine triphosphate/metabolism', 'apoptosis/drug effects', 'caspase inhibitors', 'caspases/metabolism')"
22206971	dopaminergic neurons/drug effects	dopamine plasma membrane transport proteins/metabolism	22206971	https://pubmed.ncbi.nlm.nih.gov/22206971	"('adenosine triphosphate/metabolism', 'apoptosis/drug effects', 'caspase inhibitors', 'caspases/metabolism')"
22206971	dopaminergic neurons/drug effects	protein kinase inhibitors/pharmacology	22206971	https://pubmed.ncbi.nlm.nih.gov/22206971	"('adenosine triphosphate/metabolism', 'apoptosis/drug effects', 'caspase inhibitors', 'caspases/metabolism')"
22206971	dopaminergic neurons/drug effects	iron chelating agents/pharmacology	22206971	https://pubmed.ncbi.nlm.nih.gov/22206971	"('adenosine triphosphate/metabolism', 'apoptosis/drug effects', 'caspase inhibitors', 'caspases/metabolism')"
22206971	dopaminergic neurons/drug effects	SLC6A3	22206971	https://pubmed.ncbi.nlm.nih.gov/22206971	"('adenosine triphosphate/metabolism', 'apoptosis/drug effects', 'caspase inhibitors', 'caspases/metabolism')"
22206971	dopaminergic neurons/drug effects	uncoupling agents/pharmacology	22206971	https://pubmed.ncbi.nlm.nih.gov/22206971	"('adenosine triphosphate/metabolism', 'apoptosis/drug effects', 'caspase inhibitors', 'caspases/metabolism')"
22206971	dopaminergic neurons/drug effects	cytoprotection	22206971	https://pubmed.ncbi.nlm.nih.gov/22206971	"('adenosine triphosphate/metabolism', 'apoptosis/drug effects', 'caspase inhibitors', 'caspases/metabolism')"
22206971	dopaminergic neurons/drug effects	1-methyl-4-phenylpyridinium/metabolism	22206971	https://pubmed.ncbi.nlm.nih.gov/22206971	"('adenosine triphosphate/metabolism', 'apoptosis/drug effects', 'caspase inhibitors', 'caspases/metabolism')"
29466734	gtp phosphohydrolases/genetics	induced pluripotent stem cells/drug effects	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
29466734	gtp phosphohydrolases/genetics	lysosomes/drug effects	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
29466734	gtp phosphohydrolases/genetics	mutation/genetics	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
31875567	gtp phosphohydrolases/genetics	mutation/genetics	31875567	https://pubmed.ncbi.nlm.nih.gov/31875567	pmid-parkinsond_stem_mitoch-set.txt
29466734	gtp phosphohydrolases/genetics	necrosis	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
31875567	gtp phosphohydrolases/genetics	neostriatum/metabolism	31875567	https://pubmed.ncbi.nlm.nih.gov/31875567	pmid-parkinsond_stem_mitoch-set.txt
31875567	gtp phosphohydrolases/genetics	nerve net/metabolism	31875567	https://pubmed.ncbi.nlm.nih.gov/31875567	pmid-parkinsond_stem_mitoch-set.txt
29466734	gtp phosphohydrolases/genetics	neural stem cells/drug effects	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
31875567	gtp phosphohydrolases/genetics	neurites/metabolism	31875567	https://pubmed.ncbi.nlm.nih.gov/31875567	pmid-parkinsond_stem_mitoch-set.txt
29466734	gtp phosphohydrolases/genetics	neuroprotective agents/pharmacology	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
29466734	gtp phosphohydrolases/genetics	parkinson disease/pathology	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
29466734	gtp phosphohydrolases/genetics	small molecule libraries/pharmacology	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
31875567	gtp phosphohydrolases/genetics	substantia nigra/metabolism	31875567	https://pubmed.ncbi.nlm.nih.gov/31875567	pmid-parkinsond_stem_mitoch-set.txt
31875567	gtp phosphohydrolases/genetics	synapses/metabolism	31875567	https://pubmed.ncbi.nlm.nih.gov/31875567	pmid-parkinsond_stem_mitoch-set.txt
29466734	gtp phosphohydrolases/genetics	oxidative stress/drug effects	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
31875567	gtp phosphohydrolases/genetics	parkinson disease/metabolism	31875567	https://pubmed.ncbi.nlm.nih.gov/31875567	pmid-parkinsond_stem_mitoch-set.txt
23039195	induced pluripotent stem cells/drug effects	NFE2L2	23039195	https://pubmed.ncbi.nlm.nih.gov/23039195	pmid-parkinsond_stem_mitoch-set.txt
23039195	induced pluripotent stem cells/drug effects	PRKN	23039195	https://pubmed.ncbi.nlm.nih.gov/23039195	pmid-parkinsond_stem_mitoch-set.txt
23099318	induced pluripotent stem cells/drug effects	PRKN	23099318	https://pubmed.ncbi.nlm.nih.gov/23099318	pmid-parkinsond_stem_mitoch-set.txt
23039195	induced pluripotent stem cells/drug effects	alpha-synuclein/metabolism	23039195	https://pubmed.ncbi.nlm.nih.gov/23039195	pmid-parkinsond_stem_mitoch-set.txt
23039195	induced pluripotent stem cells/drug effects	brain/drug effects	23039195	https://pubmed.ncbi.nlm.nih.gov/23039195	pmid-parkinsond_stem_mitoch-set.txt
23039195	induced pluripotent stem cells/drug effects	carbonyl cyanide m-chlorophenyl hydrazone/pharmacology	23039195	https://pubmed.ncbi.nlm.nih.gov/23039195	pmid-parkinsond_stem_mitoch-set.txt
23099318	induced pluripotent stem cells/drug effects	chlorides/metabolism	23099318	https://pubmed.ncbi.nlm.nih.gov/23099318	pmid-parkinsond_stem_mitoch-set.txt
23099318	induced pluripotent stem cells/drug effects	environmental pollutants/metabolism	23099318	https://pubmed.ncbi.nlm.nih.gov/23099318	pmid-parkinsond_stem_mitoch-set.txt
23099318	induced pluripotent stem cells/drug effects	gene-environment interaction	23099318	https://pubmed.ncbi.nlm.nih.gov/23099318	pmid-parkinsond_stem_mitoch-set.txt
23099318	induced pluripotent stem cells/drug effects	genetic predisposition to disease	23099318	https://pubmed.ncbi.nlm.nih.gov/23099318	pmid-parkinsond_stem_mitoch-set.txt
23039195	induced pluripotent stem cells/drug effects	lewy bodies/metabolism	23039195	https://pubmed.ncbi.nlm.nih.gov/23039195	pmid-parkinsond_stem_mitoch-set.txt
29466734	induced pluripotent stem cells/drug effects	lysosomes/drug effects	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
23099318	induced pluripotent stem cells/drug effects	manganese compounds/metabolism	23099318	https://pubmed.ncbi.nlm.nih.gov/23099318	pmid-parkinsond_stem_mitoch-set.txt
23099318	induced pluripotent stem cells/drug effects	manganese poisoning/genetics	23099318	https://pubmed.ncbi.nlm.nih.gov/23099318	pmid-parkinsond_stem_mitoch-set.txt
23039195	induced pluripotent stem cells/drug effects	membrane potential mitochondrial/drug effects	23039195	https://pubmed.ncbi.nlm.nih.gov/23039195	pmid-parkinsond_stem_mitoch-set.txt
23099318	induced pluripotent stem cells/drug effects	membrane potential mitochondrial/drug effects	23099318	https://pubmed.ncbi.nlm.nih.gov/23099318	pmid-parkinsond_stem_mitoch-set.txt
29466734	induced pluripotent stem cells/drug effects	membrane potential mitochondrial/drug effects	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
29466734	induced pluripotent stem cells/drug effects	mitochondria/drug effects	29466734	https://pubmed.ncbi.nlm.nih.gov/29466734	pmid-parkinsond_stem_mitoch-set.txt
23039195	induced pluripotent stem cells/drug effects	mitochondria/drug effects	23039195	https://pubmed.ncbi.nlm.nih.gov/23039195	pmid-parkinsond_stem_mitoch-set.txt
23099318	induced pluripotent stem cells/drug effects	mitochondria/drug effects	23099318	https://pubmed.ncbi.nlm.nih.gov/23099318	pmid-parkinsond_stem_mitoch-set.txt
23039195	induced pluripotent stem cells/drug effects	mitochondrial turnover/drug effects	23039195	https://pubmed.ncbi.nlm.nih.gov/23039195	pmid-parkinsond_stem_mitoch-set.txt
